Scientific name,common name ,weight
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Sardina pilchardus,sardine,15.06
Chelon labrosus,grey mullet,19
Chelon labrosus,grey mullet,40.2
Chelon labrosus,grey mullet,23.9
Chelon labrosus,grey mullet,18.5
Chelon labrosus,grey mullet,30.2
Chelon labrosus,grey mullet,14.6
Chelon labrosus,grey mullet,27.8
Chelon labrosus,grey mullet,18.2
Chelon labrosus,grey mullet,21.8
Chelon labrosus,grey mullet,20.1
Chelon labrosus,grey mullet,17.4
Chelon labrosus,grey mullet,16.8
Chelon labrosus,grey mullet,12.9
Chelon labrosus,grey mullet,24.5
Chelon labrosus,grey mullet,29.8
Chelon labrosus,grey mullet,26.4
Chelon labrosus,grey mullet,26.7
Chelon labrosus,grey mullet,16.3
Chelon labrosus,grey mullet,16.1
Chelon labrosus,grey mullet,25.8
Chelon labrosus,grey mullet,25.9
Chelon labrosus,grey mullet,23.1
Chelon labrosus,grey mullet,14.8
Chelon labrosus,grey mullet,22.4
Chelon labrosus,grey mullet,16
Chelon labrosus,grey mullet,18.1
Chelon labrosus,grey mullet,20.2
Chelon labrosus,grey mullet,27.8
Chelon labrosus,grey mullet,17.1
Chelon labrosus,grey mullet,19.2
Chelon labrosus,grey mullet,18.9
Chelon labrosus,grey mullet,18.9
Chelon labrosus,grey mullet,17.5
Chelon labrosus,grey mullet,14.5
Chelon labrosus,grey mullet,21.3
Chelon labrosus,grey mullet,20.9
Chelon labrosus,grey mullet,24.4
Chelon labrosus,grey mullet,21.4
Chelon labrosus,grey mullet,12.2
Chelon labrosus,grey mullet,11.5
Chelon labrosus,grey mullet,32
Chelon labrosus,grey mullet,14.5
Chelon labrosus,grey mullet,25.9
Chelon labrosus,grey mullet,19.1
Chelon labrosus,grey mullet,172.7
Chelon labrosus,grey mullet,110.8
Chelon labrosus,grey mullet,38.6
Chelon labrosus,grey mullet,19.3
Chelon labrosus,grey mullet,23.4
Chelon labrosus,grey mullet,32.3
Chelon labrosus,grey mullet,19.9
Chelon labrosus,grey mullet,26.4
Chelon labrosus,grey mullet,14.4
Chelon labrosus,grey mullet,16.4
Chelon labrosus,grey mullet,14.5
Chelon labrosus,grey mullet,29.9
Chelon labrosus,grey mullet,24.4
Chelon labrosus,grey mullet,21.6
Chelon labrosus,grey mullet,20.2
Chelon labrosus,grey mullet,32.7
Chelon labrosus,grey mullet,26.3
Chelon labrosus,grey mullet,26.4
Chelon labrosus,grey mullet,28.4
Chelon labrosus,grey mullet,22.1
Chelon labrosus,grey mullet,25
Chelon labrosus,grey mullet,30.1
Chelon labrosus,grey mullet,21.4
Chelon labrosus,grey mullet,10.5
Chelon labrosus,grey mullet,20.6
Chelon labrosus,grey mullet,20.1
Chelon labrosus,grey mullet,22.4
Chelon labrosus,grey mullet,19
Chelon labrosus,grey mullet,22
Chelon labrosus,grey mullet,22
Chelon labrosus,grey mullet,13.5
Chelon labrosus,grey mullet,18.1
Chelon labrosus,grey mullet,16.4
Chelon labrosus,grey mullet,13.2
Chelon labrosus,grey mullet,19.7
Chelon labrosus,grey mullet,14.9
Chelon labrosus,grey mullet,41.6
Chelon labrosus,grey mullet,31.1
Chelon labrosus,grey mullet,23.5
Chelon labrosus,grey mullet,21.6
Chelon labrosus,grey mullet,23.4
Chelon labrosus,grey mullet,20.4
Chelon labrosus,grey mullet,16.4
Chelon labrosus,grey mullet,29
Chelon labrosus,grey mullet,11.5
Chelon labrosus,grey mullet,22.6
Chelon labrosus,grey mullet,15.3
Chelon labrosus,grey mullet,18.7
Chelon labrosus,grey mullet,23.5
Chelon labrosus,grey mullet,15
Chelon labrosus,grey mullet,20.7
Chelon labrosus,grey mullet,19.1
Chelon labrosus,grey mullet,80.2
Chelon labrosus,grey mullet,2026
Chelon labrosus,grey mullet,51.3
Chelon labrosus,grey mullet,33
Chelon labrosus,grey mullet,44.6
Chelon labrosus,grey mullet,45
Chelon labrosus,grey mullet,62
Chelon labrosus,grey mullet,67.2
Chelon labrosus,grey mullet,55.9
Chelon labrosus,grey mullet,67
Chelon labrosus,grey mullet,35.1
Chelon labrosus,grey mullet,27.8
Chelon labrosus,grey mullet,42
Chelon labrosus,grey mullet,37.2
Chelon labrosus,grey mullet,66.8
Chelon labrosus,grey mullet,341.2
Chelon labrosus,grey mullet,389.1
Chelon labrosus,grey mullet,345.9
Chelon labrosus,grey mullet,201.3
Chelon labrosus,grey mullet,191.1
Annelidia,worms,N/A
Gastropoda,snails,N/A
Bivalvia ,bivalve,N/A
Crustacea ,e.g shrimp/crab,N/A
